Country,Year,Tempurate_Change,Coastal_or_Landlocked,CO2 emission (Tons),Rural population,Urban population,Savanna fires,Forest fires,Crop Residues,Rice Cultivation,Drained organic soils (CO2),Pesticides Manufacturing,Food Transport,Forestland,Net Forest conversion,Food Household Consumption,Food Retail,On-farm Electricity Use,Food Packaging,Agrifood Systems Waste Disposal,Food Processing,Fertilizers Manufacturing,IPPU,Manure applied to Soils,Manure left on Pasture,Manure Management,Fires in organic soils,Fires in humid tropical forests,On-farm energy use
Zimbabwe,2012,0.334,Landlocked,689761713.0,9880721.0,4830105.0,2164.8953,259.4249,103.8422,5.5527,0.0,91.0,304.6578,648.0808,10670.887,170.867,322.0831,317.3356,25.0008,1037.0116,280.779,1127.6878047805296,947.933,102.4605,3101.127,314.3433,0.0,0.0,908.2629
Albania,2013,1.333,Coastal,251460320.0,1302236.0,1616742.0,0.29,0.0,40.0653,248.06149701135485,109.1577,5.0,286.2621,-961.0391,0.0,130.6304,85.9146,1.2721,31.5296,691.7072,141.9204,377.4078995531106,1416.2855,203.7271,343.4951,483.1922,0.0,0.0,266.1464
Algeria,2013,1.192,Coastal,3507931779.0,11664030.0,26674532.0,13.8068,11.6927,388.3338,1.4112,0.0,41.0,4357.0787,-901.736,276.32,16945.582,599.8748,365.755,846.0018,8931.8863,1772.8231,2055.7458,11205.315,140.5191,3705.6336,344.5332,0.0,0.0,175.7962
Angola,2013,1.044,Coastal,485457827.0,9878943.0,16119397.0,26174.3841,14510.0552,168.3772,231.3584,333.1566,1.0,841.5571,0.0,35168.7283,955.9306,535.3835,1432.2509942801878,24.3914,2436.9568,226.75201514397327,475.8223682980544,1800.0624,266.1702,2427.5304,575.1581,0.0,14152.8954,42.2164
Anguilla,2013,0.77,Landlocked,2425568.0,0.0,14299.0,0.0,0.0,,2319.753955451785,0.0,11.481084565896976,3.9548,,,10.9374,7.1755,1.4229,74.01813278081946,65.0723473790681,483.1260997993477,2791.6842277879755,0.0,,6250.660316521555,,0.0,0.0,3.3934
Antigua and Barbuda,2013,0.783,Coastal,18188096.0,73026.0,24798.0,0.0,0.0,0.0037,246.40727646443952,0.0,1.0,19.2444,,,18.7092,29.6146,4.3569,172.1797793227163,34.0346,252.2141899664796,1807.613681193928,16.0746,1.3653,5.4891,1.4496,0.0,0.0,19.0825
Argentina,2013,0.442,Coastal,7165724742.0,3722489.0,38817436.0,1687.8847,1142.18,5839.4947,1824.368,5219.5236,6953.0,5938.1716,-34737.0613,97341.75,5694.0688,5184.1556,371.2603,1711.5526,11687.7257,7667.0416,1158.8046,11170.0591,1113.5375,22647.1668,2302.1228,0.0,894.9957,13723.7698
Australia,2013,1.499,Coastal,15780110326.0,3356405.0,19794324.0,29147.2144,2839.5764,2420.2907,1002.2872,2860.7299,1958.0,9823.5901,-31963.9195,0.0,11120.1077,7498.9633,1715.8224,5511.3713,5511.0977,8632.4437,729.7466,27606.5006,932.0787,25783.1462,6059.3181,0.0,133.5757,6938.128
Austria,2013,1.098,Landlocked,5043018968.0,3659591.0,4918191.0,0.0,1.0419,241.3685,926.3422784724488,287.2777,55.0,1839.7848,-7516.8522,354.288,1197.6823,1225.0512,190.2452,683.3126,1589.8884,1285.1794,1933.2717132207813,26224.4637,588.7079,400.5833,1509.5073,0.0,0.0,995.6374
Bangladesh,2013,0.23,Coastal,995972826.0,105947078.0,51624214.0,51.1139,323.8696,3393.6102,31650.5504,17520.8254,323.0,950.063,-2749.7611,2907.5209,1561.1324,1075.236,728.585,27.2927,16783.8354,2864.6904733355823,896.1383,2352.6715,1427.7844,8079.3999,2756.319,0.0,323.8696,3503.4665
Barbados,2013,0.778,Coastal,46361678.0,193719.0,88790.0,0.0,0.0,0.0192,246.40727646443952,0.0,14.0,46.49,-0.8475,0.0,54.9896,105.5231,24.28511731117528,128.20038881234169,164.9577,209.58772835754152,658.5406035363438,80.5008,8.046,12.9841,7.6889,0.0,0.0,7.1255
Belgium,2013,0.463,Coastal,11862176978.0,246557.0,10904955.0,0.0,0.0,194.0567,715.8712440793993,200.6195,112.0,1946.8745,-4876.7099,2355.3288,1464.7806,3059.0345,288.5365,696.354,1589.2771,3257.9027,2012.447178005524,18031.1451,864.4312,446.8641,2364.2992,0.0,0.0,2009.5269
Belize,2013,0.785,Coastal,14868512.0,188329.0,155852.0,32.6179,130.7522,6.403,3.078,155.3045,17.0,38.9043,-4.51,5286.622,30.4312,18.9609,3.4065,67.63136607385836,207.8297,209.58772835754152,5602.46626176189,2.871,5.7193,50.7276,7.9278,0.0,130.7522,62.1286
Benin,2013,0.853,Coastal,66733057.0,5538224.0,4466227.0,872.9084,17.3538,120.5101,86.2471,0.0,65.80787532466464,431.739,-85.6827,10796.016,45.8464,338.7854,2.9911,27.2804,750.56,29.3581,356.4910168671663,263.0292,71.6239,1197.2695,167.8094,0.0,17.3538,28.5385
Bhutan,2013,0.742,Landlocked,9595659.0,480787.0,284174.0,0.8817,11.1735,9.5249,68.5918,0.0,0.0,7.8546,-1316.8667,0.0,25.1477,15.2863,0.8315,67.63136607385836,107.2173,252.2141899664796,4033.5122384079095,556.5952,12.8002,64.1327,37.0867,0.0,2.2269,11.7537
Bosnia and Herzegovina,2013,1.319,Landlocked,805119064.0,1927984.0,1677015.0,0.9091,1.9523,65.2826,248.06149701135485,118.3299,76.0,412.1289,-3767.8133,0.0,404.0958,718.9221,38.9895,290.4475,845.307,199.6404,136.9056,1911.7571,207.6451,177.2931,440.1329,0.0,0.0,37.219
Botswana,2013,0.77,Landlocked,103728983.0,732803.0,1395704.0,4459.5971,0.0,3.2917,246.40727646443952,586.4742,1.0,236.8056,0.0,40513.8067,485.8741,577.4051,433.0472,15.3612,160.5515,223.2083,374.5234206064291,41.9685,21.7422,1060.1187,87.8239,0.0,0.0,60.7899
Brazil,2013,0.922,Coastal,12720884782.0,29937266.0,172471366.0,6156.2971,2800.8144,10147.0459,4280.1011,467.9481,7181.0,26576.5547,-519221.8123,780902.6977,20200.156,12577.5346,3294.3732,3837.8398,85587.8669,5770.0452,6269.064,59662.0761,10161.6722,87994.9695,12086.8517,0.0,2774.7944,21347.5885
Bulgaria,2013,1.476,Coastal,3521328658.0,1939116.0,5327025.0,2.2876,4.4238,524.0864,80.0778,1105.8794,38.0,557.5178,-13293.126,0.0,834.6286,583.7587,126.0451,318.6007,1017.266,919.7089,2.1661,5158.8765,219.1492,200.2529,380.0146,0.0,0.0,585.7791
Burkina Faso,2013,0.849,Landlocked,38187842.0,12574710.0,4498013.0,1271.8332,0.0,338.7566,968.8537,0.0,36.0,155.4186,-638.2933,6507.3067,131.587,321.5149,9.2721,67.63136607385836,2238.5176,444.6127522747348,356.4910168671663,624.2372,319.8268,5719.0516,904.2287,0.0,0.0,
Burundi,2013,,Landlocked,9307993.0,8497927.0,1102259.0,25.5253,7.1117,39.2809,42.4732,3123.2593,34.0,33.6423,-4943.8212,0.0,5.4869,78.3816,4.9372,67.63136607385836,1234.7479,252.2141899664796,356.4910168671663,80.9281,45.3997,626.9422,100.2034,0.0,0.0,22.398
Cambodia,2013,1.005,Coastal,76281895.0,11805508.0,3217184.0,1228.5593,5150.7173,716.7669,12946.9731,0.0,71.21406393814256,395.6928,-14521.9722,79445.3304,200.7057,258.1841,127.1064601844696,124.10557448145366,1647.1285,510.53186474978776,380.4245259430095,547.0318,349.4889,804.3839,1341.7171,0.0,2632.2242,0.6028
Cameroon,2013,0.707,Coastal,162762779.0,10097480.0,11558235.0,1450.0322,957.2666,222.4283,326.7986,1515.5133,73.0,357.1787,-1132.78,32850.62,191.1995,280.4963,15.6075,30.5217,2196.5446,42.3325,356.4910168671663,1179.804,213.8651,3216.4322,521.6969,0.0,950.4127,
Canada,2013,1.182,Coastal,29606508169.0,6635934.0,28619561.0,1754.6096,608.2364,4283.0223,2188.614218754724,37562.9603,1881.0,19470.6907,22975.7406,92546.3974,8149.5703,5560.6582,1534.6946,3400.6891,6221.125,3856.1248,19309.6623,66379.1932,1407.905,4323.1672,7224.5368,0.0,0.0,17409.3824
Chad,2013,1.013,Landlocked,19360358.0,10211686.0,2921903.0,4313.7991,1258.618,193.8204,426.8272,0.0,3.0,158.6128,83.402,25814.0447,84.8755,179.2903,20.6294,67.63136607385836,1349.9085,451.19629118273247,356.4910168671663,116.0382,223.4582,14172.9098,1512.2232,0.0,1243.3553,117.7462
Chile,2013,0.434,Coastal,2323516854.0,2227155.0,15235827.0,7.2329,50.8269,212.0733,130.0656,998.0019,178.0,2604.4757,-81741.4793,0.0,2852.9119,3230.3954,71.1336,1230.9507,5243.9066,301.6047,906.6911,4114.1324,668.9474,1777.331,522.7566,0.0,0.0,741.6784
Colombia,2013,0.834,Coastal,2774495634.0,9913190.0,37429791.0,1293.8177,166.8435,250.6276,3018.7871,652.6865,1187.0,2855.0859,-3534.3359,59250.2035,4021.9158,2295.6468,106.3703,738.8731,11691.4137,3218.7607,1193.3564,7148.6184,1976.1024,8901.606,1513.2067,0.0,149.9008,4052.195
Cook Islands,2013,0.455,Landlocked,1674448.0,4625.0,13142.0,0.0,0.0,,921.6641089401876,0.0,0.0,3.3988,-2.7571,0.0,,44.38942369506613,0.6076,212.0336516148264,65.0723473790681,267.88728348701545,1005.5877524588848,0.1797,1.2279,0.2164,13.7887,0.0,0.0,4.7642
Costa Rica,2013,,Coastal,198725751.0,1178012.0,3528389.0,23.1969,46.7783,17.7207,52.056,113.0417,187.0,563.0265,-7441.0747,0.0,182.2401,171.3181,25.9206,38.1204,1526.4594,406.3619,356.4910168671663,781.7909,231.6356,475.9962,126.4002,0.0,39.0171,153.6854
Cuba,2013,0.885,Coastal,1438825722.0,2644532.0,8767635.0,46.4864,47.3173,75.3335,1550.9323,0.0,82.46574112970707,500.0664,-12709.8107,0.0,1397.692,293.598,253.5698,3.9755,3165.2758,193.5393,142.3416,1967.8614,272.5767,2013.1221,377.794,0.0,46.0219,2761.3032
Cyprus,2013,1.238,Coastal,243033462.0,375923.0,767973.0,1.1714,0.0,4.7109,246.40727646443952,0.0,27.0,146.7611,-326.1576,8.9649,110.5739,158.7511,93.1524,23.0424,278.6166,158.7759,479.5700147286123,1242.0094,31.1513,82.3762,73.1031,0.0,0.0,83.8894
Denmark,2013,0.397,Coastal,3846367301.0,716440.0,4921377.0,0.0,0.0,550.5052,926.3422784724488,2370.182,107.0,949.519,-3105.3669,0.0,1006.5248,1005.8532,551.3906,152.3107,472.8064,1775.4595,615.1638505031165,5300.4974,971.1423,317.5635,3260.3966,0.0,0.0,2031.9556
Djibouti,2013,1.23,Coastal,16128690.0,204251.0,692437.0,0.0,0.0,0.3699,246.40727646443952,0.0,11.481084565896976,10.5203,0.0,0.0,12.7732,79.5193,8.0082,67.63136607385836,93.8133,209.58772835754152,1617.9914345234367,62.0026,3.7274,213.7012,21.3994,0.0,0.0,10.6428
Dominica,2013,0.715,Coastal,3656672.0,22457.0,49943.0,0.0,0.0,0.0119,246.40727646443952,0.0,11.481084565896976,5.945,-6.4398,0.0,9.368,8.9648,2.4763,128.20038881234169,16.5652,209.58772835754152,739.065976051028,4.6339,2.2513,6.2812,1.33,0.0,0.0,3.9453
Ecuador,2013,0.491,Coastal,929354073.0,5775237.0,9886310.0,19.2246,1.5801,171.3001,2333.0076,81.2958,131.0,1665.5716,-3409.3808,20347.6906,1943.919,634.0323,2012.5218,72.06863988284994,4190.8732,432.5759467843834,495.1817056887916,2937.5318,555.2247,2316.484,481.2559,0.0,0.4164,407.1099
El Salvador,2013,0.619,Coastal,187033961.0,1997999.0,4252778.0,10.8285,33.4971,58.87,4.6131,0.0,139.0,323.9162,-61.5014,1142.5814,469.7294,245.7239,23.7375,0.0648,1783.3206,0.1167,2293.565448051392,715.3295,92.7402,382.0079,80.0485,0.0,16.8056,175.4282
Finland,2013,1.424,Coastal,2879745808.0,808694.0,4627922.0,0.5305,0.3188,244.3916,839.7153706879534,12834.8748,70.0,958.5537,-68681.9244,7527.9158,409.9828,1325.3642,264.9315,997.7337,564.7929,825.5955,677.3397,5512.3396,275.6828,189.9582,711.7897,0.0,0.0,1461.5113
France,2013,0.714,Coastal,36487373830.0,13336757.0,50583160.0,0.7959,1.3021,3743.0758,289.4089,5818.9742,1007.0,11024.9221,-66361.46,0.0,6966.5619,14558.8224,632.2234,1878.0275,9770.3531,44357.2248,1105.8597,48693.4,5269.2067,4117.7451,11407.0512,0.0,0.0,12150.459
French Polynesia,2013,0.536,Landlocked,23248080.0,105081.0,168447.0,0.0,0.0,0.0103,246.40727646443952,0.0,0.0,49.5417,0.0,0.0,4.7547,47.9610663304509,17.00466278502689,134.46383533197005,12.062,386.1925718678925,2005.7921290780253,,2.1835,6.0963,14.6452,0.0,0.0,36.6086
Gabon,2013,0.794,Coastal,224237169.0,233402.0,1583869.0,295.2724,55.3785,2.774,1.2152,584.9665,12.562281127165258,94.013,0.0,5668.5457,136.4152,53.758,9.4164,0.0037,167.0876,52.2979,2494.960272356216,107.0715,20.7774,50.657,36.8902,0.0,55.3785,61.5688
Georgia,2013,1.401,Landlocked,589901363.0,1752471.0,2293439.0,2.6817,7.2851,30.6598,248.06149701135485,0.0,45.0,348.2348,0.0,0.0,342.8009,299.3722,3.395,16.2158,608.0488,140.2852,881.7794,2286.9347,40.7969,737.6825,95.1948,0.0,0.0,59.5212
Germany,2013,0.583,Coastal,87350997794.0,18544700.0,62720439.0,0.0318,0.1303,2685.263,2409.6816063119813,27802.7457,909.0,12558.8887,-39069.5213,0.0,32979.8203,16687.269,2194.4617,6566.3127,10725.9318,18890.9599,1296.7958,77746.1875,4563.9235,2539.9836,12075.9068,0.0,0.0,8132.4277
Ghana,2013,0.841,Coastal,260560852.0,12449163.0,13897088.0,3700.7332,17.0743,185.8591,406.2468,73.8436,108.0,873.4283,25104.2496,4204.0627,477.3163,155.2273,0.5497,1.1451,4314.99,57.8709,356.4910168671663,1987.5684,113.055,1670.4748,258.8972,0.0,17.0743,454.9704
Greece,2013,1.317,Coastal,3584041770.0,2563761.0,8757539.0,6.7602,0.2599,268.0147,396.5472,1282.334,207.0,1237.3958,0.0,0.0,4663.2973,3622.9921,1760.5808,644.5052,5176.7975,2003.9708,224.8681,8580.8346,360.6105,1302.986,727.3864,0.0,0.0,210.5499
Greenland,2013,1.381,Landlocked,29322842.0,8151.0,48263.0,0.0,0.0,,1123.9382322317097,0.0,11.481084565896976,8.0054,-0.0992,0.0,0.9907,9.3032,0.0382,0.0543,2.7536,16.8885,2005.7921290780253,,,2148.251692850715,,0.0,0.0,158.92
Grenada,2013,0.776,Coastal,6287424.0,67892.0,38017.0,0.0,0.0,0.0312,448.1647247296135,0.0,11.481084565896976,11.1244,0.0,0.0,16.4926,17.2736,17.00466278502689,93.4827462238061,32.5999,209.58772835754152,658.5406035363438,3.8421,0.8306,3.9006,0.9304,0.0,0.0,0.0319
Guadeloupe,2013,0.75,Landlocked,66328495.0,7100.0,444238.0,0.0,0.0,,764.8928096232963,0.0,11.81440528176434,98.2908,-99.2493,0.0,16.9434,175.74531410955925,0.7441,77.39365076150476,74.51675841339899,396.3891812871053,2005.7921290780253,,2.2541,31.9944,4.3907,0.0,0.0,20.7645
Guatemala,2013,0.624,Coastal,321600306.0,7905605.0,7690609.0,149.1949,240.5743,115.1954,8.6028,0.0,466.0,713.4669,-1134.3388,8846.9404,631.8147,271.7096,13.8818,315.3789229243893,3212.2419,749.8169200104724,974.6782287508214,2289.5405,429.9279,1427.4766,441.9235,0.0,228.2794,222.9659
Guinea,2013,1.068,Coastal,64838144.0,7551293.0,3985322.0,3185.4176,258.006,296.7323,5087.0731,674.8807,37.0,116.2617,37.6127,10152.7727,15.8959,254.9415,1.7652,67.63136607385836,847.7028,209.58772835754152,356.4910168671663,54.8337,66.4914,2774.0448,245.7325,0.0,258.006,159.9185
Guinea-Bissau,2013,1.055,Coastal,8035152.0,986863.0,694632.0,226.897,341.0714,25.3714,264.6,0.8185,2.0,11.2868,-5.984,1492.128,7.5157,42.6366,0.075,67.63136607385836,262.0958,209.58772835754152,5898.621828370024,8.6649,46.8,380.0512,100.6936,0.0,341.0714,22.6664
Guyana,2013,0.894,Coastal,84770304.0,557948.0,200133.0,33.7324,7.9029,48.8226,1227.4304,3146.6085,18.0,69.8483,0.0,12376.3589,70.9187,72.8078,36.3872,1.3148,187.7578,150.57393342476297,5073.534819567684,5.2815,40.593,95.7714,33.2041,0.0,7.7735,417.8368
Haiti,2013,1.133,Coastal,55186659.0,5167888.0,5263888.0,0.3774,0.0,54.2816,184.4219,0.0,0.0,100.0505,-134.3137,785.7049,69.3964,1850.1887,24.28511731117528,67.63136607385836,2815.7601,220.21385664818536,363.1460657946652,64.4305,141.3283,904.7704,195.7187,0.0,0.0,41.7478
Honduras,2013,0.915,Coastal,188561583.0,3994867.0,4662918.0,155.0852,362.5362,44.8393,6.3284,0.0,183.0,399.754,0.0,5897.8668,322.7024,380.0506,222.9363,0.0286,2043.9878,177.5914984492513,2293.565448051392,741.0252,204.5632,1169.7843,194.1042,0.0,331.8664,199.0823
Hungary,2013,1.159,Landlocked,4677210031.0,2957147.0,6884550.0,0.2946,0.0,698.5966,20.6976,5605.4464,171.0,839.2523,-4376.8296,44.257,1159.8033,1252.2931,211.3149,238.3338,3031.7159,1690.8974,900.3588,7922.2973,459.8784,193.7232,846.848,0.0,0.0,1424.7233
Iceland,2013,0.687,Coastal,127585850.0,20820.0,306209.0,0.0,0.0,0.0851,246.40727646443952,730.8791,0.0,183.9721,-118.2424,0.0,0.8544,16.6575,0.4864,22.1926,181.8134,35.3571,1467.053995243287,2100.774,22.6586,63.5545,47.9756,0.0,0.0,709.0529
India,2013,0.451,Coastal,37478420449.0,869387533.0,409174674.0,293.2222,5697.5391,21312.4775,130451.7447,4957.4127,1485.0,24705.175,-71115.44,0.0,55092.6593,32363.0914,130942.8094,7967.3987,149879.5552,14263.0752,26236.5017,187397.8419,13011.845,55409.8163,36033.1105,0.0,1655.771,33734.6383
Indonesia,2013,0.799,Coastal,10348511025.0,121087842.0,130944421.0,321.7372,573.8566,4386.7259,68855.3339,229466.4923,48.0,12778.9712,-34778.9127,391204.1144,26634.1942,4372.9255,325.4147,4479.316,75268.7193,3855.6339,5181.3752,42717.6175,3785.0191,8651.8714,6746.7831,187100.9348,565.4515,2054.6204
Iraq,2013,1.263,Coastal,3274527604.0,10302117.0,23581028.0,24.2125,0.0,435.5956,751.1347,0.0,14.0,3537.1079,6.5043,78.1957,4580.3521,318.4023,597.6623,5.7562,10931.2618,0.4404,197.7644,6205.2222,89.7489,2110.5198,224.7368,0.0,0.0,
Ireland,2013,0.568,Coastal,1959355388.0,1772537.0,2909430.0,0.0,0.0,142.4432,689.2307161473627,11008.3839,87.0,1030.9417,-3344.1182,0.0,629.6975,1356.3652,245.9673,176.5376,846.1239,1423.1666,615.1638505031165,4832.2625,1455.1809,1598.3783,2998.2395,0.0,0.0,691.2499
Israel,2013,1.108,Coastal,1956982946.0,623292.0,7197813.0,1.3122,0.0,23.6093,248.06149701135485,0.0,130.0,1872.8031,-45.012,0.0,1577.4554,4209.624,1299.1637,107.9653,2294.0967,1173.0721,127.9147,8381.9086,58.896,437.4235,93.4183,0.0,0.0,1025.918
Italy,2013,1.006,Coastal,22324653965.0,18509653.0,41158347.0,1.9264,4.8132,1007.0245,3048.4601,705.2177,925.0,8121.1562,-35461.2808,0.0,11988.4098,12832.8853,1955.7336,2894.0326,9037.3948,40516.7793,1242.3302,41551.3362,2450.3214,1810.3737,6033.8076,0.0,0.0,7579.7117
Jamaica,2013,0.988,Coastal,397688526.0,1301853.0,1549954.0,0.5692,0.1295,0.3808,0.0314,260.6259,38.0,225.1039,-40.3727,0.0,187.0609,185.8563,18.7651,8.3773,1251.5813,30.2582,2428.224986168172,495.8448,38.4752,138.9166,46.266,0.0,0.0,2061.9978
Japan,2013,0.628,Coastal,57466038395.0,11257825.0,117055095.0,1.6848,7.1418,707.5291,9436.1652,4466.0849,1396.0,23440.5266,-57393.6,3581.6,21372.9747,33516.007,1910.0087,9118.2646,12449.6905,24425.5725,3707.4472,163556.8449,1001.6828,1384.5346,2257.6692,0.0,0.0,12636.4723
Jordan,2013,1.002,Coastal,523452120.0,914962.0,7498502.0,0.0,0.0,7.5911,246.40727646443952,0.0,26.0,810.4031,0.0,0.0,893.1384,452.8816,1331.7589,37.1559,1951.4158,3.0695,880.8007,2362.4062,18.3636,353.4068,39.5247,0.0,0.0,283.1094
Kenya,2013,0.93,Coastal,350965385.0,33712691.0,11114158.0,156.37,1.0344,338.5697,61.444,158.3512,33.0,660.372,25.831,8157.6953,68.4278,160.2976,12.8336,68.41215211031376,6405.3722,82.551,356.4910168671663,2331.9524,358.5923,11908.9912,1059.9113,0.0,0.0,113.2231
Kiribati,2013,0.628,Coastal,1648800.0,54347.0,54188.0,0.0,0.0,,921.6641089401876,0.0,11.481084565896976,2.5838,,,1.0082,1.3208,17.00466278502689,67.63136607385836,4.8065,252.2141899664796,1922.0556140048525,1.2027,1.8633,0.0721,6.5698,0.0,0.0,8.5378
Kuwait,2013,1.349,Coastal,2233520213.0,0.0,3598385.0,0.0,0.0,1.838,246.40727646443952,0.0,1.0,1530.1681,-10.2201,0.0,2098.5097,3115.7344,791.311,31.0516,1661.83,47.7822,624.1005,8558.0115,30.5898,191.0505,40.1103,0.0,0.0,
Latvia,2013,1.082,Coastal,899135270.0,654589.0,1386195.0,0.7713,0.2611,126.3777,450.3137333663788,5321.2716,22.0,247.1453,-5628.8332,570.7384,129.0724,147.8778,20.5282,33.48,564.7039,200.0621,380.435112584512,2682.9436,120.6144,82.8685,295.7678,0.0,0.0,416.1937
Lebanon,2013,1.26,Coastal,550051885.0,644202.0,4631900.0,0.0634,0.0,15.6033,248.06149701135485,0.0,52.0,614.6033,-75.9384,0.0,869.2531,1003.0378,344.0921,68.41215211031376,1602.4418,329.7575680753182,53.8213,2770.145,39.5673,289.8052,44.7471,0.0,0.0,330.5179
Liberia,2013,0.983,Coastal,44345082.0,2186655.0,2099636.0,15.7887,67.7431,32.3162,71.1176,127.8344,12.357951031263024,55.2671,-377.4855,13659.7091,,31.0927,514.8869257390298,212.0336516148264,543.7547,294.06702220191835,599.422428878187,129.0493,29.4705,93.0854,52.5008,0.0,67.7431,8.4732
Libya,2013,1.24,Coastal,1740241422.0,1316263.0,4879707.0,3.5737,0.0,31.5053,248.06149701135485,0.0,25.0,1977.0014,0.0,0.0,2014.9348,1129.0597,948.9536,72.06863988284994,1114.8411,318.8622593280021,940.8714,2659.2891,35.3753,972.969,87.9525,0.0,0.0,
Liechtenstein,2013,0.927,Landlocked,5053776.0,31554.0,5280.0,0.0,0.0,,9310.891844540804,0.0,11.481084565896976,0.1971,-0.0794,0.0,0.069,2.6036,17.00466278502689,67.63136607385836,8.5008,451.19629118273247,1697.7020989762102,53.9378,,2294.30791696942,,0.058149492894556,,2.0064
Lithuania,2013,0.967,Coastal,1463079340.0,989541.0,2007793.0,0.0,0.0,254.8117,839.7153706879534,9836.6064,48.0,421.6747,-12583.6883,1728.815,244.4541,259.2389,35.6178,37.2417,622.7706,496.6162,3945.1618,6322.6115,233.1386,149.7798,584.3415,0.0,0.0,238.2612
Luxembourg,2013,0.569,Landlocked,688652598.0,56792.0,487929.0,0.0,0.0,9.0059,246.40727646443952,4.7014,3.0,502.9848,-242.6241,0.0,88.4633,138.1395,12.3041,112.4151,99.9258,72.5157,1641.6791581344232,701.5769,42.4632,35.9997,98.7781,0.0,0.0,66.9133
Malawi,2013,0.676,Landlocked,41336828.0,13930476.0,2646671.0,266.486,440.506,275.9889,127.939,880.5417,35.0,78.1312,0.0,7068.6,23.8094,133.8317,19.0616,67.63136607385836,670.1121,209.58772835754152,0.9686,218.51,256.9431,1045.1482,478.3008,0.0,366.5023,50.9226
Malaysia,2013,1.121,Coastal,4270669008.0,8041475.0,21665249.0,3.6735,35.6523,171.8034,3364.8979,29895.7479,2739.0,6508.2911,-156527.7066,0.0,11822.2339,6159.9602,260.8884,22.133,6784.06,4844.691006585378,1937.0418,24834.7618,506.8165,774.7318,923.4598,6991.0508,35.3937,3566.2279
Maldives,2013,0.662,Coastal,14003808.0,247637.0,149760.0,0.0,0.0,0.0103,558.22502907781,0.0,0.0,53.875,0.0,0.0,32.8138,13.1495,13.2189,128.20038881234169,63.9472,451.19629118273247,1502.4379476823492,2.5318,,2313.955884333105,,0.0,0.0,72.0297
Mali,2013,0.969,Landlocked,39347969.0,10150619.0,6327199.0,3530.0811,0.1389,461.2668,1291.6831,0.0,0.0,155.2458,-679.4333,679.4333,57.2219,183.0434,24.28511731117528,67.63136607385836,1286.0665,0.3717,356.4910168671663,251.048,159.6462,7059.5427,690.3579,0.0,0.1389,42.2164
Malta,2013,1.343,Coastal,92634829.0,24213.0,399033.0,0.0,0.0,1.0436,246.40727646443952,0.0,3.0,89.7465,-0.3049,0.0,75.9307,175.2369,8.04,3.2304,154.7309,41.6614,1235.8468685653434,348.5135,8.4351,4.4782,34.4522,0.0,0.0,13.8937
Martinique,2013,0.714,Landlocked,72241483.0,42869.0,346181.0,0.0,0.0,,764.8928096232963,0.0,12.43720074482074,93.7004,-132.0,0.0,,175.74531410955925,492.7371464768823,209.11661913222423,66.91570996841124,468.9198287651613,2005.7921290780253,,1.9397,8.2723,2.527,0.0,0.0,15.0383
Mauritius,2013,0.797,Coastal,85587376.0,737839.0,517451.0,0.0134,0.0,0.2413,1.5063,0.0,32.0,108.9413,0.2809,4.847,88.755,759.0991,20.8407,67.63136607385836,253.2702,209.58772835754152,5239.667691131907,142.9071,7.7243,50.7771,13.0144,0.0,0.0,7.0463
Mayotte,2013,0.49,Landlocked,4431250.0,118870.0,108481.0,0.0,0.0,,1746.1055110615655,0.0,11.481084565896976,10.8836,-2.1395,11.5108,1.0972,44.38942369506613,17.00466278502689,77.39365076150476,65.0723473790681,451.19629118273247,2005.7921290780253,,,2148.251692850715,,0.0,0.0,8.7545
Mexico,2013,0.798,Coastal,16921466676.0,26100980.0,96434989.0,825.0557,2510.067,1735.2158,106.5156,0.0,1145.0,17345.3566,-392.3876,14242.426,19346.3138,5965.286,5018.6626,2433.824,57776.5695,2815.0154,2543.9409,123081.9895,2744.9832,17337.3932,3756.4994,0.0,910.2158,9919.5196
Mongolia,2013,1.024,Landlocked,450345614.0,915345.0,1953762.0,465.8895,0.3909,31.1784,2503.7894957884214,22595.1502,7.0,244.3679,0.0,153.9919,616.4863,565.1129,67.4451,332.0050344301202,2572.2343,1451.088827857207,398.7056220138012,230.0375,645.7141,4010.8935,1038.5465,0.0,0.0,1.0631
